"DYRK1A_N","ITSN1_N","BDNF_N","NR1_N","NR2A_N","pAKT_N","pBRAF_N","pCAMKII_N","pCREB_N","pELK_N","pERK_N","pJNK_N","PKCA_N","pMEK_N","pNR1_N","pNR2A_N","pNR2B_N","pPKCAB_N","pRSK_N","AKT_N","BRAF_N","CAMKII_N","CREB_N","ELK_N","ERK_N","GSK3B_N","JNK_N","MEK_N","TRKA_N","RSK_N","APP_N","Bcatenin_N","SOD1_N","MTOR_N","P38_N","pMTOR_N","DSCR1_N","AMPKA_N","NR2B_N","pNUMB_N","RAPTOR_N","TIAM1_N","pP70S6_N","NUMB_N","P70S6_N","pGSK3B_N","pPKCG_N","CDK5_N","S6_N","ADARB1_N","AcetylH3K9_N","RRP1_N","BAX_N","ARC_N","ERBB4_N","nNOS_N","Tau_N","GFAP_N","GluR3_N","GluR4_N","IL1B_N","P3525_N","pCASP9_N","PSD95_N","SNCA_N","Ubiquitin_N","pGSK3B_Tyr216_N","SHH_N","pS6_N","pCFOS_N","SYP_N","H3AcK18_N","EGR1_N","CaNA_N","Genotype","Treatment","Behavior","class"
0.880698548,1.01982387036312,0.307528144432722,2.31533012398203,3.46641661539627,0.204078898139939,0.167654292158275,2.16413161215581,0.211200032494198,1.61103054102308,0.815356807035328,0.225608276654421,0.302111464296027,0.246163743047589,0.731865349304563,0.419295854150523,1.35049866536841,1.50972668160256,0.433609261155897,0.562277458643398,0.642535440712568,0.318282818885067,0.176065193048075,0.960321161259055,2.39401038829488,1.49903009818149,0.23199060857737,0.233349398472253,0.710428015148288,0.16792928085681,0.42265230986426,2.12615598600017,0.298442782753279,0.344746092699544,0.31175891199292,0.581289429606018,0.526381339086761,0.311105011752855,0.469206790925844,0.277578705566063,0.257385829830578,0.388330251825294,0.337135627139305,0.161922522160527,0.845535441563755,0.165460522807951,1.61733826616481,0.26974868651441,0.374997310435374,0.966088777647686,0.175931396154375,0.155083472295735,0.169359271364128,0.10340086481886,0.141494033575649,0.182082001855785,0.192806649893466,0.108706553247434,0.217094679742741,0.106336502619747,0.416204511516216,0.278655611476337,1.2303873868848,2.49499574443041,0.120050745540798,1.03228775503486,0.895155545239239,0.200863698611845,0.102441565057423,0.119973172242452,0.362206084666099,0.137052863205816,0.144107502131178,1.69335717993081,"Ts65Dn","Memantine","C/S","t-CS-m"
0.481457385,0.620782767273923,0.32563646006322,2.36484824212813,4.35064584830907,0.237002954848666,0.185096037309896,2.54540082172978,0.183601420821981,1.50206222617832,0.609347622839463,0.316112165046478,0.320776260944976,0.26111476063474,0.810558727237713,0.614591412734201,1.58959810081317,1.47721451296467,0.405251985407381,0.651746721155183,0.434453572441626,0.386834270839497,0.173210201882522,1.09404281229065,2.9561839706569,1.25188783162628,0.261885041522517,0.270784425413646,0.697028278918823,0.151033448929337,0.373531970078769,2.371603824844,0.323229872184709,0.446352336404472,0.375650030817946,0.753631663568702,0.602369456029775,0.374595737091605,0.565377676478825,0.419562221184884,0.349352133948184,0.44809409881882,0.234678911921417,0.189302720690448,0.915492509692846,0.176123630800335,1.13876241786981,0.305016915596423,0.413805020886369,1.05717886027912,0.149336205424902,0.171264427162809,0.194192819401423,0.110884934924387,0.149700268358881,0.16532439510983,0.167085322277499,0.134986659952857,0.257770563132603,0.139949532770336,0.456405742198136,0.273104869555902,1.44341608699501,2.04425975707762,0.13951978246282,1.15299207824204,0.762015116594921,0.190579641876428,0.108733423514785,0.123829220775323,0.471916771148619,0.147396786899544,0.178410954963529,1.6670527867674,"Control","Memantine","C/S","c-CS-m"
0.254681648,0.464902924513901,0.310516952204995,2.62077905744145,3.98322444364243,0.250516466992623,0.191917940009635,4.53446716064093,0.219284903478577,1.3612941158809,0.321160469555707,0.333282797784553,0.317006297315794,0.318852936775036,0.907556809079984,0.848141860777896,1.783605802164,1.21476066895209,0.436935798336571,0.757983752268745,0.267011394445631,0.396375018231039,0.183919170144544,1.22778587012685,2.44297539831004,1.0463269918243,0.25177579648711,0.27467567591072,0.679796022442855,0.184638694006061,0.37994935594918,2.44377833151562,0.804522292521811,0.519566225115299,0.488099032694176,0.880578744398368,0.598092233687162,0.354073128372103,0.620770404120853,0.326654413315254,0.313781359374782,0.413209161102231,0.404733565226449,0.182111179994841,0.896452771603096,0.148019776818408,1.75570707218666,0.294631354239646,0.330440049675411,1.23788462248871,0.124413304178736,0.159472113417654,0.187606765934676,0.135804341563805,0.16514728095487,0.202136116966909,0.183802311583628,0.115121718049262,0.257394990390156,0.152938336915354,0.584157380980706,0.28460480200786,1.7645357086521,2.54546674140261,0.177786940444791,1.43744030006289,0.832663225509605,0.235264628080921,0.138250962069236,0.138420576078979,0.446649089560588,0.157154998644142,0.211427635296799,1.1099556213177,"Control","Memantine","S/C","c-SC-m"
0.454421149,0.650756681671219,0.34109950319053,2.74745033165505,5.33188883654162,0.227950002493959,0.164474458881353,2.39461893078546,0.198767411987844,1.4875028355465,0.626649485997775,0.318854990172334,0.335877180837109,0.259718651344224,0.963346251502911,0.711700249752551,1.8615918492755,1.83180707882704,0.40019653679613,0.762524101117944,0.361934525074675,0.385850103281566,0.178020857949389,1.44589764526444,3.40647469447542,1.41051184811235,0.250533237878902,0.28199362438023,0.805898702084176,0.157958804328786,0.422926855946238,2.4593294758496,0.318407214990174,0.484687019165673,0.392471052570678,0.789789463790918,0.577352701422417,0.42276892689913,0.605391818741869,0.408241268741711,0.29813049480581,0.43398916870006,0.212311042279266,0.212383273992777,1.09326940132003,0.175422912827138,1.4933352167565,0.33114133402175,0.5336295003958,1.73102637589959,0.175421406144763,0.164230840925505,0.202230492211949,0.133709249754891,0.183815344400739,0.20254159801222,0.220412736132601,0.124309812629419,0.225510463460205,0.132348862943138,0.564855636442385,0.31731912670015,1.64899559653307,2.44186780263269,0.157176040633575,1.26366901197948,0.940509455875487,0.227421959603227,0.133819932730017,0.12058499177116,0.526658150429114,0.147743070871167,0.183398512752779,1.64656091728766,"Control","Memantine","C/S","c-CS-m"
0.343695162,0.602917339144902,0.314846746347666,2.5189620007579,4.38052511693448,0.261372815640121,0.188848078566762,5.05463623905879,0.239782420004526,1.29205898727261,0.373546861913674,0.344457113494524,0.320654362962701,0.302148914161862,0.876508250037426,0.925038815894677,1.78042503281128,1.20568052468277,0.457206477795029,0.739085747199475,0.286778546761346,0.373060625555038,0.183278895061315,1.26644571126202,2.6375807700603,1.25325380035725,0.244930223743816,0.274117623970994,0.730073208250611,0.178040028012033,0.451437074965227,2.587961628684,0.716839642901675,0.48316764606293,0.446462711036298,0.83404429231132,0.599610382421751,0.367316055818328,0.566107613335721,0.330382992060501,0.310204621108681,0.435853845020962,0.465709357832979,0.188408938582397,1.02713284167625,0.132243481811166,1.83297007901942,0.289335759120504,0.362734738243344,1.1878805950918,0.145216853168362,0.134975299874227,0.188505067998964,0.137360090454375,0.164840001686347,0.211824366538851,0.176449179403574,0.0983477955538816,0.23037842111749,0.128431004425832,0.551357688981134,0.27834891977689,1.78781755950748,2.46957124430776,0.169362988590065,1.43117434219974,0.880890057333231,0.20920108696773,0.136352444834321,0.113587386991525,0.466027614449688,0.154868553058112,0.187879779588692,1.06090429329361,"Ts65Dn","Memantine","S/C","t-SC-m"
0.390873016,0.5780764115701,0.324969670495311,2.33763801204323,4.4781296722198,0.22845453788096,0.179840274761506,2.14019887974256,0.201343832505495,1.39498788548776,0.55315512022751,0.309260550540244,0.304521605963173,0.274067911062311,0.89855434673059,0.608339553634577,1.74591306512808,1.34166915201068,0.43400742645111,0.750616452315585,0.327188995139603,0.36331445082774,0.176097577355655,1.24301398763582,2.84455449069942,1.18355001573042,0.245856168718599,0.288934794462544,0.735491577761946,0.15717301333631,0.377412492388644,2.44062235121672,0.371609396226991,0.457433884675816,0.403255067673715,0.763171963801195,0.556568752709139,0.390990142384296,0.570810893026874,0.427821512789819,0.30032796800959,0.404073869232225,0.191969376402505,0.189295781040393,0.986973868463855,0.171095976174994,1.24576880534333,0.316376781226053,0.519573228175726,1.28327554513541,0.154243581829222,0.170647942813195,0.184334016790092,0.129677698468998,0.171764974236847,0.196532449418595,0.197160323191045,0.13278119058902,0.242897770774035,0.143955882869319,0.562312393074266,0.326820073495222,1.65636300712358,2.3681108359233,0.164327487578107,1.27753102493874,0.922491953992662,0.23779739022127,0.128416488010475,0.129740360301618,0.499352600985211,0.157042684817193,0.18048104953772,1.6475201026897,"Control","Memantine","C/S","c-CS-m"
0.228699552,0.500259026079544,0.334504330941568,2.53885013403501,4.19941300195264,0.27379036140631,0.218683006428765,3.89879814734712,0.240293440255379,1.29447850238487,0.347007244030667,0.35356137659517,0.303123498865918,0.296938845990976,0.893192327328026,0.817361607992908,1.72883432940361,1.10468815278518,0.463171551286531,0.766721995936773,0.309115590398858,0.415745514855505,0.191496112547964,1.19810950969537,2.69359790398072,1.0891522998079,0.266159457001713,0.282808227498384,0.743112035390212,0.206528778558641,0.377236576828998,2.51936246997197,0.905648991213299,0.478490044458552,0.461488437386349,0.807813302230643,0.608065107480104,0.371458760826077,0.598795391520754,0.30617732101222,0.296833836452468,0.360608250448407,0.299036946041157,0.178387275287367,0.891423455476448,0.150790551459867,1.67949941864894,0.282048491383556,0.307258753086296,1.16066899575359,0.111883142651307,0.149755531566407,0.180297482137538,0.131408347047727,0.168807602084256,0.198302820062411,0.185503147941372,0.115526220512729,0.202091746887078,0.115717357372021,0.568508141402109,0.303336740213759,1.5519077791344,2.44191055206787,0.166564337347303,1.42886804507862,0.844456185408974,0.224457554624525,0.130444520816811,0.12330904333567,0.511616236813447,0.162357614532176,0.186120127797852,1.10725127074065,"Control","Memantine","S/C","c-SC-m"
0.311309524,0.531052069516389,0.363945600837405,2.77524977188099,4.36273865707228,0.251092792793751,0.20162560739708,4.62754774101857,0.255134605936234,1.26878260615894,0.356801384133612,0.365099366178044,0.321262037443435,0.305009401600017,1.01072868173727,0.992779460196041,2.01552252466994,1.34014533527313,0.473150707306735,0.860773246078216,0.263107499867011,0.389665542206146,0.191454237046807,1.41652655998949,3.22338325446583,1.28626451200504,0.271007359686938,0.328124864242093,0.808812366734915,0.177745296769081,0.411922063918337,2.88685246753455,0.97142730489378,0.487199800774905,0.446819649889857,0.899269391092365,0.562378861225856,0.408993588316324,0.594581681110107,0.317574308392647,0.313057577675378,0.432318181108462,0.380721137685259,0.191931626991899,1.11528643882506,0.145638875449068,1.33065074112915,0.294767966633431,0.346148110621607,1.26386117321764,0.132058750433294,0.139534301921955,0.195386128336889,0.136620562607888,0.16046396613258,0.217944320169475,0.173935908992896,0.105281669809323,0.212497350654844,0.114101336042921,0.558776887530165,0.296859906852362,1.56733414282155,2.53225716736072,0.154806694671404,1.39833574901604,0.842160540791572,0.224238066148079,0.137118530247261,0.108838053076022,0.534820833788493,0.136865903044903,0.170418190167947,1.19576458154917,"Control","Saline","S/C","c-SC-s"
0.278592375,0.567250940767016,0.37516072001351,2.51454072089205,4.54807866602066,0.304437332575796,0.225637623558688,4.43892113554724,0.247153487811532,1.4725058197578,0.31968394301862,0.391738749755305,0.335292343373561,0.345899439773658,0.921960353062329,0.947135463669813,1.79324402375445,1.24871378055645,0.502971402712794,0.802161928543689,0.307739645570359,0.44715528954541,0.217157557208654,1.16639094108689,2.58636204861858,1.30484845856172,0.289639588694025,0.329630828272765,0.870199582000922,0.209909605123591,0.440227717911693,2.38869611273594,0.735865240532269,0.522609876009623,0.502420099397742,0.937703695845369,0.675341205509232,0.42584603606561,0.667017841784897,0.398613155584659,0.368547859997091,0.467399894735875,0.423721963637395,0.183609235984126,0.899340295040365,0.155395269230328,1.82051217495656,0.299154852557012,0.370684469210485,1.53580133446577,0.152020011243229,0.158328562627006,0.185995622882794,0.137138705749136,0.174300262595836,0.199153608507233,0.194021774784698,0.115519652884849,0.19676979954733,0.113900625996927,0.588971776438589,0.293358346098822,1.61178124738927,2.50293527478628,0.175387704281276,1.55098360547337,0.884602126689014,0.236245323462615,0.138849197285009,0.112268069046537,0.473772854399563,0.159798848929625,0.195731653071749,1.01216905468777,"Ts65Dn","Memantine","S/C","t-SC-m"
0.452180028,0.616721439840033,0.335169818825466,2.34915551258515,4.73233128616785,0.257125927307388,0.205077768893463,2.87650966543432,0.204183695549715,1.38921908039251,0.585781692049791,0.334446191384802,0.321171184409921,0.301397119914795,0.833648528068628,0.763709572596433,1.83994814349554,1.43587162919205,0.412646599416017,0.788694282829886,0.391325736337605,0.433179391607203,0.200911239409256,1.17663723048284,2.91532957497382,1.16138679403155,0.268708721136369,0.298085975361685,0.736725485320346,0.203255080495603,0.4118993861201,2.21604283991134,0.365381530325045,0.477579055897503,0.366823344994133,0.798143424617772,0.652896660535454,0.386866816303504,0.651462382823694,0.469145857681141,0.352310179920517,0.473734216853176,0.183030169715622,0.1870561765501,0.845563769345481,0.174187829809945,1.29768524904863,0.316285290159368,0.553954630649519,1.53609392002094,0.144737300952493,0.172890028052641,0.180334588395874,0.128083378555829,0.16340559898946,0.180565676613628,0.199853984256943,0.132304441696186,0.195515743641186,0.105478868457236,0.47379062356983,0.307777336657427,1.44829982168573,2.35047425859818,0.165309583362993,1.32154936835602,0.849862890090741,0.211698820009929,0.128609700493096,0.129660367772317,0.478398129111487,0.165676256819591,0.196967071035295,1.42077101362184,"Control","Memantine","C/S","c-CS-m"
