"cervix_area","os_area","walls_area","speculum_area","artifacts_area","cervix_artifacts_area","os_artifacts_area","walls_artifacts_area","speculum_artifacts_area","cervix_specularities_area","os_specularities_area","walls_specularities_area","speculum_specularities_area","specularities_area","area_h_max_diff","rgb_cervix_r_mean","rgb_cervix_r_std","rgb_cervix_r_mean_minus_std","rgb_cervix_r_mean_plus_std","rgb_cervix_g_mean","rgb_cervix_g_std","rgb_cervix_g_mean_minus_std","rgb_cervix_g_mean_plus_std","rgb_cervix_b_mean","rgb_cervix_b_std","rgb_cervix_b_mean_minus_std","rgb_cervix_b_mean_plus_std","rgb_total_r_mean","rgb_total_r_std","rgb_total_r_mean_minus_std","rgb_total_r_mean_plus_std","rgb_total_g_mean","rgb_total_g_std","rgb_total_g_mean_minus_std","rgb_total_g_mean_plus_std","rgb_total_b_mean","rgb_total_b_std","rgb_total_b_mean_minus_std","rgb_total_b_mean_plus_std","hsv_cervix_h_mean","hsv_cervix_h_std","hsv_cervix_s_mean","hsv_cervix_s_std","hsv_cervix_v_mean","hsv_cervix_v_std","hsv_total_h_mean","hsv_total_h_std","hsv_total_s_mean","hsv_total_s_std","hsv_total_v_mean","hsv_total_v_std","fit_cervix_hull_rate","fit_cervix_hull_total","fit_cervix_bbox_rate","fit_cervix_bbox_total","fit_circle_rate","fit_circle_total","fit_ellipse_rate","fit_ellipse_total","fit_ellipse_goodness","dist_to_center_cervix","dist_to_center_os","consensus"
0,0.00926271527472456,0.149266890511147,0.360296026595338,0.0344086330489375,0.00100175060891418,0.000527086751647039,0.00133392827033955,0.000309749692735859,0.00967686701875661,0.000388639322460312,0.000374325824156422,0.0362520231867753,0.0184044428650175,0.146898287303487,115.471845596306,31.8721567021045,81.0402988222619,143.80918509483,196.401596196737,43.8566890319189,127.634305721486,262.859487285084,52.0042020316517,20.7929376202599,36.9115726585252,68.6911582278312,78.8027439943073,52.9123052777895,26.7718859771947,137.079573745369,111.246340129891,92.4920471965602,76.6289738743136,212.701739276335,26.863009683759,38.3579332316506,-13.0278650617745,67.8353837482326,5.78413473553294,3.09221364811988,202.726467986399,17.0588050374186,167.300885519798,34.8911925587505,5.70827918513843,3.01384508036059,208.167470378975,39.3895441424096,130.890323730817,88.3937467863927,0.97152375147578,0.350639662678648,0.823588766885826,0.353363580554476,0.372485591276265,0.376182286237041,0.963337987697964,0.197390946504688,219.141563822839,0.470295252745235,0.434940924149244,"'1'"
0.934261815,0.000283086878437398,0.226484997095451,0.0111740794870013,0.0106256105392641,0.0011330995314108,0.00390876316994446,0.0015614634710983,0.000219183546638833,0.000789086463757944,0.000845660026646275,0.000147012357962104,0.00150670232937186,0.000655128040839021,0.141762893548532,36.6272516670194,19.3130055291347,16.3398803490789,56.7380221181294,63.6465756632095,36.1835839273646,30.0461092538729,126.736627317602,53.2396357002085,23.2143252246593,39.2218556024708,76.1737601371743,30.3359053108541,18.5942512867775,16.7360881040693,58.3862177774649,78.3023878525233,32.723941260731,17.3507238439775,131.798812078448,44.7411855443352,28.1465382692922,26.6649383352026,69.8485803475244,5.01346030146411,2.91723707320453,156.687382986082,34.1130772873285,76.6039855875856,35.9005836193707,5.08102495860533,2.87275331476604,155.727987638937,31.1430843029448,67.0324902512695,21.5235693953994,0.982032049204629,0.85071083915928,0.84012669192681,0.924286645871433,0.71655100272733,1.31675981761648,1.00855396300472,0.563738602360649,211.329015585525,0.781844616242772,0.509243668395139,"'0'"
0.381212268,0.00646489977477788,0.2886825252009,0.24850750605955,0.0143504161037801,0.000250453272597713,0.00834910275259404,0.00336656636366357,0.000548191208096052,0.00124529042355922,0.000513419843791682,4.1565951600698e-05,0.0220596143301845,0.0074688166662425,0.192653843792053,41.6329385162731,9.58871557017506,25.555773476539,110.517044616209,111.387715480768,35.6602604072056,69.0767245471419,152.636748175337,60.4867817523096,18.5533615455348,40.1689466874735,88.7827422705846,34.1509533651382,30.8471375712566,4.43562621208871,69.1088934675754,90.6357718904456,63.7978565910095,39.0383772158102,155.318050905673,48.1509965878789,26.4635030846477,10.7427238480987,63.126864929686,4.9043691076467,2.90917098562008,146.837764055465,21.8769581609061,138.480996171586,34.2307041577415,5.06485288137016,2.87005813761804,165.30626915986,42.2315891134836,119.291624487944,54.2997464442073,0.947849426982366,0.494238652661267,0.810044605751579,0.533663455814759,0.623011929475434,0.611538112668284,0.94548677925908,0.739427873564328,296.419543702059,0.385848646416348,0.347858952310775,"'1'"
0.627751822,0.00394823973608304,0.35093421206957,0.1388889700356,0.0153968774005122,0.00249629810872791,0.00355060545405179,4.54633701431121e-05,0.000562360422279862,0.00517149940258761,0.00101374210009806,5.37728486673588e-05,0.0835587268517514,0.0241731188754074,0.26193632684678,29.7466920017333,27.6238208839847,4.42070838464013,59.8812372360377,119.269182074059,54.87988008988,83.5116180035407,185.421926652481,42.3899813304099,26.4252022340832,14.3887612891045,66.1789901933866,37.7941464449015,33.0644743228946,-1.58884424347404,59.2764859769149,104.687098109256,49.1113861225354,56.7114743335597,156.313399229103,38.3280516198279,28.7731674288115,10.9402288179738,77.4779654953458,5.06306314934901,3.07830630931065,173.184560366944,26.2491429918843,67.9202000788426,47.5395972795119,5.10223934193494,2.97039346308369,172.021545225173,34.9508161442789,103.208248665028,55.9061707344739,0.956450527129586,0.633010884190899,0.816142693716008,0.681958623639984,0.656362608022963,0.876992735581286,0.974024946221877,0.634870302703248,61.0419823339328,0.304591442536377,0.28823969839257,"'1'"
0.220655308,0.0105696123870889,0.0348663490863929,0.390078732145407,0.0258945357760821,0.0016759980524882,0.00754304974942445,0.00160932024433428,0.000747321207182057,0.00962238274819602,0.000755634067673601,3.67917044155303e-07,0.0508929168288414,0.0214009879892799,0.271383736540291,96.4037692182098,34.5419539686162,54.0933159594311,134.915349425175,190.096236017718,53.9478932025113,119.700073239245,192.418536228308,31.8607274295123,23.2964618401052,25.6920516480404,38.7230525822987,83.0718521107596,50.6066017359947,31.8884635185756,117.736315560007,148.559989732048,83.5072666503229,55.7781534642275,202.802942998579,27.6580118537936,34.2706093062862,7.42451408146733,67.761729559297,5.59454046432818,3.10443842017407,201.72337480857,20.6362945741601,169.340706080608,59.1730121470944,5.72250230754328,3.00395454405033,201.653405431226,37.4665912252346,164.194699055078,88.6763483081518,0.96243922608227,0.289142626368369,0.763990182112405,0.363373247577669,0.598947108938309,0.486780171396667,0.963410947083771,0.662343141545814,123.330967026696,0.424818731736667,0.349528165227206,"'1'"
0.616233963,0.0140211990339785,0.490506412990719,0.0169577644768127,0.0235074164121831,0.00171780680911713,0.000171337378024223,0.000701215272145726,0.000762073778809946,0.00228331046491341,0.00118921670911646,3.67425028611895e-05,0.00516875039045582,0.00161097461687044,0.1241873771986,19.6979453864532,17.4557580222137,4.7142489431809,37.9043472094447,24.961629092732,33.1898611250948,20.8499531741843,33.8492493186028,26.7934324208858,19.0159926327204,6.784663515151,47.6334640495864,13.3514691879755,18.2607387480007,-4.94731514901628,32.7650817558692,58.3163814257854,41.5011878110462,26.2416009973525,85.4611402154693,22.0313293214844,16.6143720923286,2.10235034131168,41.4688465083328,5.07465551442432,2.83570679258521,203.799835939176,34.4604710473266,27.4798895098904,30.6688449259171,5.0997176435596,2.85449413921855,206.017803529204,36.1952530688843,58.4392826195462,35.9644615870997,0.946877080370954,0.604938335739069,0.851872888648316,0.67986941304284,0.590630203334975,1.08030254405616,0.99457418157032,0.229701306205674,52.9731242914883,0.350850252475357,0.3796504386288,"'1'"
0.412729371,0.0169068579813665,0.0830289806400549,0.339334047891091,0.0361069711242577,0.00146403029868878,0.00754638793600699,0.00180684208662833,0.000541171509698985,0.0074190759394911,0.000157317405486542,0.000229368472589039,0.0739067176625527,0.0296884158872793,0.169655080554908,91.0339416945223,36.5680460745958,52.6479327300877,133.471073535203,138.480984041095,61.3020616960021,76.5533278616363,174.027202015702,47.3648195617215,22.2699777893656,29.9558443774061,88.9010097878281,72.9093293726618,42.0069715148404,21.1384478156365,131.967234461853,133.587530549603,54.626041052656,80.0281362783448,192.797212331624,51.2126762812435,40.0068055001301,12.426153433246,92.6494311018249,5.83575376572839,3.01322404850535,183.631752225363,27.5742596358338,143.495498721979,65.4871476175108,5.62404224180472,2.96366943804587,181.322419240971,39.88914315295,144.889645444964,53.0769290373174,0.946185768104161,0.436659194329474,0.807821759437441,0.484318816377271,0.621524898859417,0.785675597413791,0.962747878326716,0.709268429205963,133.72196777742,0.413843101172072,0.360813223224905,"'1'"
1,0.0209275761670951,0.104140880550964,0.0145357848861979,0.0027324364474439,0.00292693598118409,0.00250828680710701,0.00170229375387,1.5493545145482e-05,0.00160727327717714,0.00127956547925659,5.99454344330046e-05,0.0122743090982256,0.00337364089542386,0.22315284377695,29.0206872009513,25.2799811402128,13.9725739198586,117.559933621619,91.7625331593645,36.1791188946282,46.4222396007345,44.1416652836236,46.6819752935665,25.0662773593581,24.0446971253971,84.229598094773,41.7434600362409,36.5127677912141,14.8080852033347,82.0326677678989,112.36076219726,43.6452507659349,66.2314225240518,153.367683067789,47.128752361562,31.2317160123463,18.9961616471275,91.7284812232259,4.93883525083102,2.93131087034226,150.497579664749,29.8588179930502,88.7428010637175,39.0649751874111,5.08089067780245,2.95760665243865,157.393986964694,32.2033837774627,96.6152821245879,49.2226537969273,0.972999714721865,0.851546656487142,0.813586303819124,0.968169376218412,0.670159804964794,1.14931884982619,0.982060108194164,0.240068782303362,59.717910481901,0.468702169849619,0.364788284240302,"'1'"
0.510919612,0.0209328283257179,0.622568921068693,0.0230740043636646,0.0153569569083793,0.00274449956400191,0.00423963113136545,0.00440154699327151,0.000362413283942604,0.00078981088961402,0.000539794140003054,8.85437728974176e-05,0.00513048855599593,0.000685397476334331,0.169723364599664,23.7335704806166,17.1374754130156,5.52388668502255,47.6239529855803,59.6525615000858,34.0090612966137,26.2513850988581,65.9841893003618,34.814424449806,19.1335653407379,15.8437983930698,42.1091495445915,19.9072895766812,21.2686003552595,4.03944135249403,37.4060172486867,84.325245180884,52.9176440343032,17.7778488024599,121.25950650776,25.3302319167292,31.2310464558677,10.9168727410407,43.5347867802226,5.13930086871633,2.88937721739306,136.573429318347,34.492235848325,46.9913799985215,33.8764298193308,5.09986560059749,2.83438585236963,151.669831654685,44.7995366474516,79.6405111519321,64.7596386605539,0.946677219318927,0.451168689865193,0.797372593715463,0.579395329338631,0.715618475169282,0.721914438005908,0.971889538832384,0.689160175844307,41.1581878808943,0.388933629942021,0.405362437514014,"'1'"
0.49991678,0.0115517161942764,0.00839165264553948,0.252638728173531,0.0436626846358183,0.0034551263462288,0.00641917899780467,0.00571701155755229,0.00212668418310782,0.00477152700060257,0.000822886021213027,0.000236819619805929,0.0832853124747204,0.0303415656598829,0.191087854344448,100.46891121992,23.2465156546426,61.5846480074115,100.481048666777,149.23855335219,56.0468800181796,77.515011502931,217.736322117871,44.2636471250695,25.0899781330393,22.819346051119,61.1322723502742,79.7905390945776,46.6976054211429,38.9349238405385,145.514067731814,144.080327098464,55.8338609952167,87.7335596023076,215.333354190421,45.6119533863125,45.2610750098743,6.96490027548668,85.7734171979353,5.7322824507064,3.047602330359,201.010357349527,18.6370456663295,142.943416488181,55.7404988902036,5.72703234221805,3.04262944901272,200.40839170842,41.9235100555313,127.736970945677,46.8241083124961,0.941363681901579,0.64866803604219,0.768544861169838,0.684710396962499,0.689633174536727,0.781358161902782,0.971382064272924,0.473722528092109,298.436304452039,0.322009678188224,0.431894281647776,"'1'"
