name,hlngr_mean,hlngr_median,hlngr_std_dev,ecldn_mean,ecldn_median,ecldn_std_dev
C20,0.1928451018784598,0.22615452748622625,0.07038492695356063,0.4395029519183822,0.3535533905932738,0.13319688650331643
C4,0.09427675064224987,0.09427675064224987,0.0,0.7071067811865476,0.7071067811865476,0.0
C26,0.15256197746927871,0.20373949959028384,0.10296032278991235,0.45797171085728644,0.5773502691896258,0.2717425281524569
C21,0.13940089557757226,0.15326474134511006,0.07959663050826676,,,
C24,,,,,,
C17,0.0962171655875597,0.09909345575252089,0.055576153677506096,0.4864078454768502,0.447213595499958,0.17466868108816783
C25,0.0032461765419551955,0.0032461765419551955,0.0,0.7071067811865476,0.7071067811865476,0.0
C9,0.14903668383488902,0.1480256462182412,0.041555193217894686,0.6906624374380232,0.7071067811865476,0.10657152778967072
n0147,0.09857565612909126,0.09120519111852435,0.05552529059823419,0.27864937101372766,0.20851441405707474,0.1935384275610727
C15,0.1460879688683791,0.1712207872333521,0.07962056244905054,0.2761679079843393,0.25,0.1857333232516604
C8,0.2183235661288744,0.2509756012750501,0.09289604439360898,0.2394715984383528,0.17407765595569785,0.1611722737220337
trial1,0.13762772148349817,0.13386035670743962,0.09169093069675772,0.2792580834014393,0.3162277660168379,0.12959964365730156
C7,0.201646778558212,0.20452889617785291,0.09866179336552779,0.35608268935586324,0.316227766016838,0.15301872273463762
n0147DFS,0.11555068823327025,0.11989411829339955,0.07125038566890318,0.2605739129286017,0.18898223650461365,0.20343315418975036
C18,0.14272306148236383,0.13526984211472043,0.08487396729730101,0.6795571663351236,0.7071067811865476,0.13682667211497065
C23,0.06677972712621157,0.07798178648796272,0.046867100788215744,0.32536399125962656,0.2672612419124244,0.22014608911315503
trial2,0.15618543657658618,0.17364351747118073,0.08277603126117895,0.21461171085083855,0.18898223650461363,0.11646370955218041
C2,0.01434068955071365,0.00912759005600317,0.016143732853186484,0.49860093545205275,0.7071067811865476,0.3224301625630588
n0147OS,0.12174027362243567,0.13815989609793455,0.056651207918222174,,,
C14,0.15739822901151448,0.16765980571129271,0.08060897441099445,0.21063336205480465,0.1643989873053573,0.14893396612467583
C13,0.1729563017087973,0.16297299399606288,0.046557862256628245,0.3126420399396362,0.31622776601683794,0.05123792767816916
C6,0.15230226208829079,0.1612718308068655,0.07738776703329904,,,
C22,0.16764946232808123,0.18292054735278346,0.10869507218782488,,,
C10,0.13283599327143006,0.14094897552689842,0.037041518392521094,0.6609911215439467,0.7071067811865476,0.1745910696109675
C1,0.21371640596339822,0.21168594510016003,0.11437559445958032,0.1040857211584932,0.04319342127906801,0.1440786909606024
dad,0.03514056896326321,0.001730439098566558,0.08852195736371739,0.5954583420518296,0.7071067811865476,0.25784102555612404
C19,0.08318746141962802,0.025960380549395146,0.09861665785857858,,,
C5,0.10836756765850866,0.0963798542520283,0.06387006077233377,0.3861825388122132,0.4082482904638631,0.14930377806715042
C27,0.1427814677217976,0.1528673383154755,0.09015895158168112,0.26268775754462453,0.19805806756909203,0.17883831769066819
C16,0.11850373243510567,0.15994666654806186,0.08220020853218364,0.4308207821670674,0.49999999999999994,0.20258514376592793
C12,0.11145765578300394,0.10378888907286662,0.0393252593291949,0.568015744770254,0.5773502691896258,0.0930533540568193
C3,0.03596008786050679,0.009222949389884879,0.07558842499790416,0.6559906283296888,0.7071067811865476,0.18311667654904418
trial4,0.19403284939855348,0.2099327676094963,0.0637049831774003,0.23192253796168205,0.223606797749979,0.0798440656676326
C11,0.028406849705200996,0.02644652681789444,0.016062722990154505,0.6922203226352521,0.7071067811865476,0.10151211327361005
C28,0.19426432031297322,0.20971056781800967,0.07172198887408344,0.23140490256548074,0.1889822365046136,0.13309641307907355
