"cervix_area","os_area","walls_area","speculum_area","artifacts_area","cervix_artifacts_area","os_artifacts_area","walls_artifacts_area","speculum_artifacts_area","cervix_specularities_area","os_specularities_area","walls_specularities_area","speculum_specularities_area","specularities_area","area_h_max_diff","rgb_cervix_r_mean","rgb_cervix_r_std","rgb_cervix_r_mean_minus_std","rgb_cervix_r_mean_plus_std","rgb_cervix_g_mean","rgb_cervix_g_std","rgb_cervix_g_mean_minus_std","rgb_cervix_g_mean_plus_std","rgb_cervix_b_mean","rgb_cervix_b_std","rgb_cervix_b_mean_minus_std","rgb_cervix_b_mean_plus_std","rgb_total_r_mean","rgb_total_r_std","rgb_total_r_mean_minus_std","rgb_total_r_mean_plus_std","rgb_total_g_mean","rgb_total_g_std","rgb_total_g_mean_minus_std","rgb_total_g_mean_plus_std","rgb_total_b_mean","rgb_total_b_std","rgb_total_b_mean_minus_std","rgb_total_b_mean_plus_std","hsv_cervix_h_mean","hsv_cervix_h_std","hsv_cervix_s_mean","hsv_cervix_s_std","hsv_cervix_v_mean","hsv_cervix_v_std","hsv_total_h_mean","hsv_total_h_std","hsv_total_s_mean","hsv_total_s_std","hsv_total_v_mean","hsv_total_v_std","fit_cervix_hull_rate","fit_cervix_hull_total","fit_cervix_bbox_rate","fit_cervix_bbox_total","fit_circle_rate","fit_circle_total","fit_ellipse_rate","fit_ellipse_total","fit_ellipse_goodness","dist_to_center_cervix","dist_to_center_os","consensus"
0.31789888,0.008974795,0.142670409,0.264625303,0.051382182,0.022907456,0,0.000291483,0.016850305,0.003351194,0,0,0.204350736,0.056411026,0.300466441,72.56089479,19.99011042,52.57078437,92.55100521,56.27237451,17.06452276,39.20785176,73.33689727,84.61413451,27.88432548,56.72980903,112.49846,101.6856785,55.10331006,46.58236845,156.7889886,80.89913548,50.60687271,30.29226277,131.5060082,113.3117316,61.08898866,52.22274295,174.4007203,4.155917982,2.691319996,87.29761607,27.3639278,87.261473,26.8954963,4.112813452,2.54292366,81.27227114,32.11890438,118.5269917,61.02965823,0.942148217,0.337419181,0.832179961,0.382007372,0.611868969,0.519553852,0.964936548,0.329450553,178.0193191,0.327891146,0.486701989,"'1'"
0.551027825,0.007583309,0.096114111,0.241422829,0.056712884,0.01237002,0,0.13246255,0.039886494,0.003694515,0,0,0.090613736,0.023912005,0.067048389,46.96904238,25.3816771,21.58736528,72.35071947,35.24670708,18.21148809,17.03521898,53.45819517,58.90168098,32.79100996,26.11067103,91.69269094,75.46167222,57.05989536,18.40177686,132.5215676,57.70044328,45.90608964,11.79435364,103.6065329,84.18733163,57.11126903,27.0760626,141.2986007,4.325954864,2.351688601,101.3279833,41.73032436,62.93021502,32.30318678,4.148134427,2.451921293,91.19740645,38.06285133,88.82176051,57.35626872,0.897662269,0.613847595,0.823647111,0.6690096,0.640770366,0.859945861,0.970143504,0.567985893,86.65952743,0.570222911,0.532907255,"'1'"
0.570135339,0.008553208,0.212170806,0.262682407,0.052376992,0.015784514,0,0.021698158,0.010501981,0.002045768,0,0.00336186,0.00019812,0.003110306,0.053062363,42.37104235,17.40183663,24.96920572,59.77287898,30.37771012,13.21775174,17.15995839,43.59546186,62.90862362,20.95729513,41.95132849,83.86591875,69.8039834,43.81492003,25.98906336,113.6189034,45.70741698,26.6291822,19.07823478,72.33659917,121.2058496,79.04855009,42.15729949,200.2543997,4.473266823,2.893110326,129.1892329,25.85022461,63.23299155,21.56974231,4.541978304,2.947175288,146.2148744,31.48197501,121.3962548,79.00706604,0.900179465,0.633357416,0.781639552,0.729409532,0.577287435,0.987610859,0.944082088,0.603904413,101.9403919,0.517131999,0.554940856,"'1'"
0.456402766,0.006922975,0.118763398,0.372608085,0.047079316,0.010110422,0,0.009944941,0.029686306,0.005111015,0,0.010391838,0.1444526,0.057396772,0.461644335,63.52556856,23.71546097,39.81010759,87.24102954,47.45054378,19.83474388,27.61579991,67.28528766,87.79941603,41.53418205,46.26523398,129.3335981,95.57784948,57.63991248,37.937937,153.217762,73.2310902,52.57168549,20.65940471,125.8027757,106.8846768,59.21137806,47.67329879,166.0960549,4.35213494,2.620650656,106.944463,45.02380118,90.18811444,39.86972385,4.054659282,2.531150892,89.78667773,41.58476663,112.4957478,59.03605082,0.93157646,0.489925181,0.855168766,0.53369906,0.616696464,0.740076833,0.965693774,0.472616453,75.26715653,0.311316177,0.596118801,"'1'"
0.560897667,0.009134752,0.147885273,0.294300126,0.00506133,0.009023624,0,0,0,0.003083715,0,0.002152545,0.043532577,0.014709664,0.316231929,89.79843162,16.84907528,72.94935633,106.6475069,66.16846775,13.78424563,52.38422211,79.95271338,102.7758159,31.66128323,71.1145327,134.4370992,106.2640545,34.32992917,71.93412537,140.5939837,79.204423,29.54299488,49.66142812,108.7474179,115.3417816,41.61211988,73.72966169,156.9539014,4.114815628,2.699944255,91.64736432,26.2608332,106.582253,28.87213738,4.02670198,2.736798063,84.25925132,25.8555085,119.6907419,40.04976827,0.953965846,0.587964097,0.776697407,0.722157254,0.646023703,0.868230785,0.978935945,0.572966668,101.9268384,0.618852554,0.404180642,"'1'"
0.642600527,0.009781904,0.278728189,0.084793165,0.015462162,0.024061856,0,0,0,0.010547412,0,0.019385329,0.055490978,0.016852591,0.085102781,98.28591212,40.55846774,57.72744438,138.8443799,71.14843122,32.50050911,38.64792211,103.6489403,127.1988331,54.66919256,72.52964055,181.8680257,103.6583011,49.3454405,54.31286059,153.0037416,75.707518,39.58220213,36.12531587,115.2897201,127.8034752,59.44256848,68.36090673,187.2460437,4.319463311,2.838751345,109.5370507,31.63929905,128.3614174,53.79851009,4.27398392,2.808052394,103.7271625,30.47916813,129.549171,58.50796472,0.938658202,0.684594803,0.845835554,0.759722766,0.531803435,1.20834219,0.977554581,0.657355138,143.7259294,0.259204432,0.307057852,"'0'"
0.640027982,0.002718384,0.127832686,0.3615098,0.003110726,0.004860297,0,0,0,0.001133597,0,0,0.043687261,0.016518907,0.226305925,20.12631076,11.89163426,8.234676497,32.01794502,16.68795892,9.480816992,7.207141923,26.16877591,23.1994124,12.44359871,10.75581369,35.64301111,31.15619796,34.61562384,-3.459425884,65.7718218,24.73071672,31.4206024,-6.689885685,56.15131912,37.82154315,37.80063801,0.020905139,75.62218117,4.06275193,2.316580205,72.28920578,44.22996645,24.36200167,13.06124828,4.143181258,2.431817212,83.09824402,48.88402721,38.98547095,37.96675781,0.930518873,0.687818378,0.847191132,0.755470587,0.593065925,1.079185221,0.967182082,0.661745077,104.9580652,0.608949468,0.43918633,"'0'"
0.558971722,0.008984891,0.208051727,0.274577597,0.026364438,0.047165961,0,0,0,0.012744298,0.000281928,0,0.46340594,0.134364591,0.094924308,53.38462127,31.01671043,22.36791084,84.4013317,56.2984171,29.58626306,26.71215404,85.88468017,128.9108945,51.67722346,77.23367104,180.588118,100.0496363,81.12941606,18.92022026,181.1790524,92.31439496,69.2783089,23.03608606,161.5927039,127.9602885,49.24835994,78.71192856,177.2086484,3.781086122,2.447871372,144.2378551,49.35332237,128.9765926,51.68601402,4.170726723,2.151142642,123.7968842,50.25235575,149.7395578,66.1675839,0.916619227,0.609818892,0.729362264,0.766384208,0.588830105,0.949292023,0.939657707,0.594867383,116.9829453,0.491447607,0.513309752,"'1'"
0.535768359,0.010468877,0.199776523,0.291974144,0.005121656,0.009559459,0,0,0,0.00325692,0,0,0.126668274,0.038728816,0.298877811,96.17377638,20.96787335,75.20590303,117.1416497,75.9740559,15.57187667,60.40217924,91.54593257,130.9425442,35.79681054,95.14573367,166.7393547,108.8744612,43.34136101,65.5331002,152.2158222,86.79340958,38.40491515,48.38849443,125.1983247,136.2932565,44.42111955,91.87213696,180.7143761,4.474237425,2.91273154,101.46332,30.31326621,131.4794467,35.80066437,4.368953487,2.834094839,93.16458905,32.70010601,138.0047573,45.6914816,0.893921489,0.599346101,0.797459009,0.671844387,0.616353052,0.869255627,0.946563123,0.5660144,100.5889824,0.320813525,0.292906166,"'1'"
0.280921334,0.003275677,0.167750736,0.389458011,0.001497204,0.005329619,0,0,0,0,0,0,0.127850605,0.049792442,0.181830645,60.99549956,22.7437659,38.25173366,83.73926546,49.56543575,16.04112911,33.52430664,65.60656486,57.7113522,21.13730259,36.5740496,78.84865479,94.76106975,57.49103361,37.27003614,152.2521034,78.82121865,50.36753198,28.45368667,129.1887506,106.5439729,55.60518166,50.9387912,162.1491545,3.466086091,2.272829043,54.63324673,21.49030747,63.805731,23.50615693,4.145538242,2.466760324,75.36168018,32.48959079,110.8278801,56.7073667,0.978520129,0.287087946,0.813545154,0.345305153,0.769924612,0.364868624,0.9870031,0.284620518,26.67305664,0.203055522,0.235967351,"'0'"
