"cervix_area","os_area","walls_area","speculum_area","artifacts_area","cervix_artifacts_area","os_artifacts_area","walls_artifacts_area","speculum_artifacts_area","cervix_specularities_area","os_specularities_area","walls_specularities_area","speculum_specularities_area","specularities_area","area_h_max_diff","rgb_cervix_r_mean","rgb_cervix_r_std","rgb_cervix_r_mean_minus_std","rgb_cervix_r_mean_plus_std","rgb_cervix_g_mean","rgb_cervix_g_std","rgb_cervix_g_mean_minus_std","rgb_cervix_g_mean_plus_std","rgb_cervix_b_mean","rgb_cervix_b_std","rgb_cervix_b_mean_minus_std","rgb_cervix_b_mean_plus_std","rgb_total_r_mean","rgb_total_r_std","rgb_total_r_mean_minus_std","rgb_total_r_mean_plus_std","rgb_total_g_mean","rgb_total_g_std","rgb_total_g_mean_minus_std","rgb_total_g_mean_plus_std","rgb_total_b_mean","rgb_total_b_std","rgb_total_b_mean_minus_std","rgb_total_b_mean_plus_std","hsv_cervix_h_mean","hsv_cervix_h_std","hsv_cervix_s_mean","hsv_cervix_s_std","hsv_cervix_v_mean","hsv_cervix_v_std","hsv_total_h_mean","hsv_total_h_std","hsv_total_s_mean","hsv_total_s_std","hsv_total_v_mean","hsv_total_v_std","fit_cervix_hull_rate","fit_cervix_hull_total","fit_cervix_bbox_rate","fit_cervix_bbox_total","fit_circle_rate","fit_circle_total","fit_ellipse_rate","fit_ellipse_total","fit_ellipse_goodness","dist_to_center_cervix","dist_to_center_os","consensus"
0.33465208,0.002727472,0.054514793,0.265213546,0.165955311,0.006266554,0,0.034324216,0.00907731,0.001381315,0.004238724,0,0.137120377,0.037418569,0.347649996,136.6019648,46.27269318,90.32927159,182.874658,82.4071841,26.53350596,55.87367814,108.9406901,196.6524706,63.57291995,133.0795506,260.2253905,110.241465,56.9448594,53.29660563,167.1863244,76.4070735,44.54568554,31.86138796,120.952759,136.579772,73.10020489,63.4795671,209.6799769,4.425973461,3.006095439,143.6573506,25.75150021,196.8026288,63.31271434,4.243678752,2.785734904,106.6715536,39.27866218,139.0011358,72.47716751,0.892697049,0.374877547,0.811251279,0.41251347,0.580850568,0.576141435,0.947222524,0.353298271,100.9113434,0.256454753,0.4042572,"'1'"
0.441332142,0.002392899,0.157184232,0.204246273,0.05248642,0,0,0.315967845,0.003177423,0.010092959,0,0,0.097199056,0.027827439,0.278283277,129.5262695,59.33690264,70.18936685,188.8631721,73.9821337,34.63038793,39.35174577,108.6125216,156.6612885,72.37662074,84.2846678,229.0379093,133.5511945,63.42311242,70.12808211,196.9743069,83.5152056,45.08841231,38.42679329,128.6036179,141.2220777,67.36149217,73.86058549,208.5835698,4.187682421,2.946025434,130.1046484,24.98931329,157.5528161,71.73213551,3.952599761,2.824630907,108.8193206,30.64615588,147.6975993,68.70744345,0.973527134,0.45333317,0.876908711,0.50328174,0.658179667,0.670534451,0.966245256,0.456749608,65.51592045,0.566758825,0.491790957,"'1'"
0.486322531,0.017873069,0.211711307,0.245661839,0.039998365,0,0,0.003167966,0.001563166,0.003663599,0,0.000954353,0,0.002452121,0.078269103,113.9087868,46.39557966,67.51320714,160.3043665,67.34804507,30.94629508,36.40174999,98.29434015,191.4676987,51.53843174,139.929267,243.0061305,101.6082086,41.39298718,60.21522146,143.0011958,61.53765735,26.79998968,34.73766767,88.33764703,183.9270058,53.07740646,130.8495993,237.0044122,4.566604114,3.047442441,167.3332809,23.2775549,191.4718048,51.54328717,4.611091133,3.046936672,170.2031281,21.39120927,183.9299569,53.0804476,0.94641311,0.513858616,0.875962463,0.555186496,0.604087677,0.80505289,0.964173829,0.504393001,84.43757365,0.466574971,0.49192823,"'1'"
0.383838836,0.006636315,0.158499581,0.377850921,0.046452513,0,0,0.0107407,0.013656816,0.001535183,0,0.000626014,0.091052621,0.035067472,0.468356707,144.4673978,47.23065712,97.23674068,191.6980549,81.79448705,28.26659537,53.52789169,110.0610824,203.3088827,54.88222552,148.4266572,258.1911082,121.0852885,53.9453064,67.1399821,175.0305949,77.96939288,43.22226988,34.747123,121.1916628,144.9409562,71.81000529,73.13095095,216.7509615,4.399078322,3.013703378,150.9424095,23.23559861,203.407872,54.89826496,4.088837317,2.748592142,114.3906219,40.89967668,149.1953431,69.81758112,0.94210792,0.407425549,0.879968971,0.436195876,0.5881155,0.652658936,0.961196357,0.399334468,66.49178471,0.371283043,0.63237457,"'1'"
0.613026476,0.007756904,0.091303365,0.235390339,0,0,0,0,0,0.001108621,0,0,0.010163115,0.00307357,0.333753732,124.988154,43.91999246,81.06816154,168.9081465,77.24427393,24.34801478,52.89625915,101.5922887,179.9858905,66.82980712,113.1560834,246.8156976,117.5280968,40.94484809,76.58324874,158.4729449,76.39123726,24.5527715,51.83846577,100.9440088,157.002244,64.41432833,92.58791562,221.4165723,4.427373986,3.01428123,139.1891571,26.86652382,180.1521633,66.59989357,4.333575566,2.942026435,122.4649631,32.97486962,157.5472454,63.93900133,0.968986328,0.632647188,0.769577859,0.79657499,0.651749376,0.940586211,0.98836548,0.620242702,88.03341218,0.593152394,0.364538693,"'1'"
0.576113842,0.004208661,0.184990674,0.125967571,0.073500995,0.024559003,0.027595059,0.041226616,0,0.008422292,0,0,0,0.004852199,0.05111337,140.7740641,53.45485856,87.31920557,194.2289227,88.99959668,34.89836711,54.10122956,123.8979638,203.5072864,68.6322302,134.8750562,272.1395166,113.9330733,54.15171719,59.78135613,168.0847905,74.68411418,33.61970165,41.06441253,108.3038158,158.5747269,77.99198178,80.58274515,236.5667087,4.466781494,3.025881908,140.7810639,25.29814396,203.5385387,68.59557471,4.40596161,2.954227789,126.3137153,30.53537354,158.9659948,77.48349779,0.95518751,0.603142143,0.838062137,0.687435712,0.708704886,0.81291078,0.996880195,0.57791683,63.52577879,0.277214299,0.316149468,"'1'"
0.56371681,0.004940377,0.218895635,0.227686174,0,0,0,0,0,0.005810749,0.001270898,0,0.00162109,0.003667467,0.363793189,105.9923323,50.54000929,55.45232301,156.5323416,58.44482946,29.83339665,28.61143281,88.27822611,184.4185185,77.80881688,106.6097016,262.2273354,108.0941357,47.29644902,60.7976867,155.3905848,62.41773609,28.30923156,34.10850453,90.72696764,170.2462346,72.59509345,97.65114112,242.841328,4.521499867,3.008058226,165.5727509,36.02434334,184.4796323,77.77976086,4.45008173,2.978264755,152.8245341,35.97141824,170.4161595,72.43723172,0.954447097,0.590621326,0.820028405,0.687435712,0.721249296,0.781583862,0.995515397,0.566256245,61.20075382,0.467773334,0.416020986,"'1'"
0.533574001,0.007372942,0.137090707,0.21673021,0,0,0,0,0,0.007745482,0.012871532,0,0.288433464,0.066645033,0.074705082,97.25338817,32.53561073,64.71777744,129.7889989,74.06032833,27.25647088,46.80385746,101.3167992,184.2543734,53.40165984,130.8527136,237.6560332,121.8902546,65.21659004,56.67366454,187.1068446,89.03422561,49.47700552,39.55722009,138.5112311,140.5214568,63.77751255,76.74394427,204.2989694,4.684256797,2.992735801,149.4999141,27.65254132,184.6356929,53.15217156,4.748297328,2.5903981,136.4670295,37.76780731,171.970945,65.87423426,0.976853855,0.546216815,0.823389782,0.64802116,0.736230891,0.724737318,0.992439197,0.537638984,57.82275613,0.443463713,0.493732094,"'1'"
0.522381703,0.017228414,0.152831137,0.25204751,0,0,0,0,0,0.001447499,0.013859855,2.87e-05,0.061876633,0.016356657,0.224240103,122.7085367,34.61944024,88.08909647,157.327977,77.89671782,19.81760723,58.07911058,97.71432505,168.043462,48.4309259,119.6125361,216.4743879,120.2197449,41.63507756,78.58466737,161.8548225,80.90336011,31.30999566,49.59336445,112.2133558,147.6212315,50.12276688,97.49846463,197.7439984,4.380320338,2.987449939,130.9764137,28.22468045,168.2952851,48.13439616,4.241699659,2.881007296,112.6296073,33.00635112,150.303065,50.94143923,0.924582612,0.564991918,0.873343626,0.598139939,0.58485108,0.893187549,0.970174362,0.538441051,126.5898012,0.192193829,0.301538487,"'1'"
0.306174823,0.001556269,0.122676335,0.316626149,0,0,0,0,0,0.001079851,0,0,0.092713885,0.029688725,0.13797788,127.7027491,36.52791033,91.17483875,164.2306594,83.19299366,24.09159768,59.10139598,107.2845913,162.7134122,41.91387125,120.7995409,204.6272835,121.5699176,55.55690868,66.01300891,177.1268263,85.10296459,43.34413499,41.75882959,128.4470996,129.3213044,50.0302593,79.29104507,179.3515637,4.343626255,2.978065718,125.6389997,16.18324624,163.9471831,41.68184144,4.08942442,2.68839756,98.69210729,28.7206014,138.1930777,56.10309815,0.974793793,0.314091889,0.8006616,0.382402283,0.759260773,0.403253842,0.984746838,0.310917295,40.24841689,0.261678091,0.23348638,"'0'"
0.546982014,0.002386549,0.127955775,0.162019684,0.150849307,0,0,0.044592849,0.009862254,0.01452358,0,0,0.154256891,0.03293679,0.218397834,116.2936076,68.99165049,47.30195712,185.2852581,72.0764048,43.86733703,28.20906777,115.9437418,152.9765914,88.8912469,64.08534449,241.8678383,110.4435859,63.10034437,47.34324155,173.5439303,73.3791236,46.3549414,27.0241822,119.734065,138.6125312,78.82899285,59.78353838,217.4415241,4.29892756,2.915355194,125.9035834,33.32916158,153.4889047,88.27642393,4.266732012,2.910494408,113.9860251,34.43076782,139.124302,78.3226149,0.951177863,0.575057553,0.767979149,0.712235502,0.607099145,0.90097642,0.968223285,0.564933753,122.7589267,0.360932267,0.403943917,"'0'"
0.201217339,0.002408818,0.053257669,0.654104096,0.089604054,0,0,0.036973378,0.005509948,0.022240987,0.029653921,0.040313609,0.000346333,0.006903287,0.332539917,186.2904552,42.71313548,143.5773197,229.0035907,154.2454081,39.09406744,115.1513406,193.3394755,203.9562118,47.18990869,156.7663031,251.1461205,69.86558949,80.13775512,-10.27216563,150.0033446,58.84401634,68.68832107,-9.844304734,127.5323374,77.84416022,88.23745657,-10.39329636,166.0816168,4.245600503,2.948525155,65.98738075,23.56703349,204.8835298,46.90126475,3.834647153,2.530415806,54.35543201,58.88378718,78.23487706,88.36250693,0.845485021,0.237990424,0.688808381,0.292123824,0.55854665,0.360251626,0.890864192,0.225867579,69.78696991,0.338338111,0.375539763,"'1'"
